"","GEOID_1","INT.x","DU","Total_HU","Total","pctle5","pct5_11","pct12_17","pct50_64","pct65over","pctAfAm","pctHis","pctOther","pctFPL100","pctFPL125","pctFPL150","pct_u1950","pct_o1950","pct_u10","pct_10t19","pct_20t49","pct_o50","pct_injury_q1","pct_injury_q2","pct_injury_q3","pct_injury_q4","pct_injury_q5","pct_injury_q6","pct_injury_q7","pct_injury_q8","pct_injury_q9","pct_injury_q10","pct_injury_q11","INT","distance","weights","subclass"
"5070",360810845002,0,0,679,1926,0,7.47663551401869,5.97092419522326,25.6490134994808,6.12668743509865,13.0841121495327,26.4797507788162,52.4922118380062,22.4818276,6.5420561,8.9304258,19.5876288659794,80.4123711340206,6.9219440353461,3.09278350515464,7.95287187039764,82.0324005891016,50.1930501930502,138.996138996139,243.243243243243,308.880308880309,308.880308880309,301.158301158301,594.594594594595,463.320463320463,625.482625482626,579.150579150579,934.362934362934,0,0.0106697166048598,0.504237288135593,"94"
"5080",360810853002,0,0,480,1044,4.02298850574713,1.4367816091954,0,28.3524904214559,18.9655172413793,0,4.69348659003831,86.8773946360153,32.5670498,30.4597701,4.1187739,26.875,73.125,0,0,3.33333333333333,96.6666666666667,87.719298245614,210.526315789474,421.052631578947,280.701754385965,1228.0701754386,842.105263157895,491.228070175439,1403.50877192982,315.789473684211,1228.0701754386,1350.87719298246,0,0.259020213204135,1.00847457627119,"45"
"5175",360810972032,0,0,694,2126,7.66698024459078,9.31326434619003,19.6142991533396,12.1354656632173,4.13922859830668,32.4082784571966,65.1458137347131,3.10442144873001,45.5315146,24.4590781,10.7714017,59.9423631123919,40.0576368876081,2.88184438040346,0,23.7752161383285,73.342939481268,19.280205655527,41.1311053984576,92.5449871465296,133.676092544987,173.521850899743,131.105398457584,260.925449871465,195.372750642674,347.043701799486,179.948586118252,325.192802056555,0,0.596596034028878,2.01694915254237,"66"
"5176",360810972033,1,712,806,2158,14.3188137164041,5.79240037071362,16.8674698795181,11.0287303058387,6.76552363299351,81.1862835959221,9.08248378127896,3.98517145505097,54.8180924,2.6548673,7.1779744,32.1339950372208,67.8660049627792,3.97022332506203,1.98511166253102,10.6699751861042,83.3746898263027,48.8721804511278,82.7067669172932,71.4285714285714,190.47619047619,225.563909774436,195.488721804511,201.754385964912,280.701754385965,428.571428571429,313.28320802005,482.456140350877,1,0.691767928766642,1,"103"
"5177",360810972034,0,0,802,2192,2.64598540145985,11.8156934306569,27.1897810218978,13.1843065693431,8.98722627737226,55.0638686131387,36.2682481751825,3.74087591240876,52.0072993,7.1167883,10.1277372,21.8204488778055,78.1795511221945,10.5985037406484,2.11970074812968,16.3341645885287,70.9476309226933,31.763417305586,54.7645125958379,144.578313253012,144.578313253012,191.675794085433,210.295728368018,337.349397590361,210.295728368018,256.297918948521,219.058050383352,277.10843373494,0,0.711226590453766,2.01694915254237,"73"
"5178",360810972041,1,417,495,1268,11.3564668769716,8.4384858044164,7.25552050473186,18.2965299684543,18.0599369085174,51.813880126183,41.9558359621451,9.62145110410095,28.7066246,12.5394322,15.5362776,35.5555555555556,64.4444444444444,17.1717171717172,9.6969696969697,62.2222222222222,10.9090909090909,26.2390670553936,34.9854227405248,131.195335276968,174.927113702624,247.813411078717,139.941690962099,387.755102040816,233.236151603499,104.956268221574,320.69970845481,448.979591836735,1,0.129396328133603,1,"104"
"5211",360810998022,0,0,1166,2545,12.770137524558,4.63654223968566,3.41846758349705,16.7387033398821,11.8271119842829,83.6542239685658,13.2809430255403,0,9.2730845,1.021611,1.7681729,11.1492281303602,88.8507718696398,3.2590051457976,9.86277873070326,44.5111492281304,42.3670668953688,24.5283018867925,41.5094339622641,33.9622641509434,52.8301886792453,113.207547169811,79.2452830188679,118.867924528302,226.415094339623,203.77358490566,75.4716981132075,186.792452830189,0,0.0442943293059177,0.504237288135593,"98"
"5212",360810998023,0,0,882,1189,0,4.62573591253154,0,5.55088309503785,83.7678721614802,14.5500420521447,9.25147182506308,9.25147182506308,56.3492063,26.1022928,4.6737213,13.0385487528345,86.9614512471655,0,11.5646258503401,4.42176870748299,84.0136054421769,654.545454545455,1090.90909090909,2563.63636363636,2254.54545454545,3363.63636363636,3490.90909090909,5218.18181818182,3927.27272727273,6872.72727272727,6000,6800,0,0.397533600126928,2.01694915254237,"30"
"5221",360811010013,0,0,1270,2628,5.441400304414,4.5662100456621,6.16438356164384,15.0304414003044,23.6681887366819,45.7762557077626,29.8325722983257,2.35920852359208,34.6185738,13.7645108,4.8922056,8.97637795275591,91.0236220472441,17.7165354330709,2.36220472440945,8.26771653543307,71.6535433070866,72.9411764705882,169.411764705882,155.294117647059,329.411764705882,282.352941176471,310.588235294118,576.470588235294,658.823529411765,720,894.117647058824,543.529411764706,0,0.0735763141051273,0.504237288135593,"68"
"5341",360811227015,0,0,673,1487,4.70746469401479,0,0,44.2501681237391,18.6953597848016,28.782784129119,27.3032952252858,15.9381304640215,18.8971083,25.1513114,0,11.1441307578009,88.8558692421991,6.2407132243685,10.8469539375929,68.3506686478455,14.5616641901932,214.285714285714,342.857142857143,685.714285714286,514.285714285714,1071.42857142857,1114.28571428571,1400,1600,2314.28571428571,1714.28571428571,2985.71428571429,0,0.206295126417151,0.672316384180791,"87"
"5344",360811227021,1,700,647,1461,12.3203285420945,16.4271047227926,7.87132101300479,14.6475017111567,13.2101300479124,60.0958247775496,17.9329226557153,19.1649555099247,58.4531143,12.8678987,2.9431896,20.2472952086553,79.7527047913447,7.1097372488408,26.7387944358578,56.7233384853168,9.42812982998454,50.4672897196262,74.7663551401869,168.224299065421,216.822429906542,242.990654205607,246.728971962617,471.028037383178,328.971962616822,538.317757009346,317.757009345794,534.579439252336,1,0.695572547190596,1,"105"
"5347",360811227025,1,407,302,560,0,4.28571428571429,19.2857142857143,29.4642857142857,21.6071428571429,25,38.75,27.8571428571429,45.1785714,0,8.5714286,48.3443708609272,51.6556291390728,30.4635761589404,1.98675496688742,52.317880794702,15.2317880794702,121.212121212121,318.181818181818,386.363636363636,424.242424242424,492.424242424242,636.363636363636,1113.63636363636,1515.15151515152,1090.90909090909,530.30303030303,1500,1,0.021159809343896,1,"106"
"5545",360850040003,0,0,976,2757,0.906782734856728,8.19731592310482,10.8088501994922,16.177003989844,14.6173376858905,74.9727965179543,25.0272034820457,0,40.0072543,0.9067827,0,13.1147540983607,86.8852459016393,15.6762295081967,0,0,84.3237704918033,56.4663023679417,72.8597449908925,191.256830601093,247.723132969035,300.546448087432,295.081967213115,510.018214936248,524.590163934426,557.377049180328,491.803278688525,901.639344262295,0,0.189961866536226,0.504237288135593,"12"
"5691",360850173002,1,502,537,1057,5.4872280037843,4.16272469252602,17.3131504257332,17.6915799432356,14.8533585619678,38.1267738883633,33.6802270577105,12.2043519394513,55.8183538,7.0009461,4.8249763,26.4432029795158,73.5567970204842,4.28305400372439,0,69.8324022346369,25.8845437616387,35.0877192982456,154.385964912281,147.368421052632,252.631578947368,315.789473684211,273.684210526316,515.789473684211,701.754385964912,442.105263157895,456.140350877193,887.719298245614,1,0.549648122164814,1,"107"
"5702",360850181001,0,0,109,446,0,0,0,9.41704035874439,80.2690582959641,5.38116591928251,5.38116591928251,12.780269058296,61.5873016,3.1746032,14.6031746,22.0183486238532,77.9816513761468,0,0,8.25688073394496,91.743119266055,0,0,0,0,0,0,0,0,0,0,0,0,0.228551711987,1.00847457627119,"18"
