"","GEOID_1","INT.x","DU","Total_HU","Total","pctle5","pct5_11","pct12_17","pct50_64","pct65over","pctAfAm","pctHis","pctOther","pctFPL100","pctFPL125","pctFPL150","pct_u1950","pct_o1950","pct_u10","pct_10t19","pct_20t49","pct_o50","pct_injury_q1","pct_injury_q2","pct_injury_q3","pct_injury_q4","pct_injury_q5","pct_injury_q6","pct_injury_q7","pct_injury_q8","pct_injury_q9","pct_injury_q10","pct_injury_q11","INT","distance","weights","subclass"
"924",360050421002,0,0,304,649,2.4653312788906,0,0,26.502311248074,22.6502311248074,28.8135593220339,54.5454545454545,0,36.05547,2.6194145,7.550077,31.25,68.75,4.60526315789474,0,51.3157894736842,44.078947368421,500,1000,2812.5,3500,4687.5,7875,7437.5,9500,7875,6250,8250,0,0.112550754648575,0.504237288135593,"91"
"926",360050421004,0,0,585,1816,11.2334801762115,12.0594713656388,18.3920704845815,10.8480176211454,6.82819383259912,1.43171806167401,76.6519823788546,14.3171806167401,61.0682819,12.8303965,2.9185022,45.6410256410256,54.3589743589744,8.03418803418803,0,57.4358974358974,34.5299145299145,23.778071334214,52.8401585204756,91.1492734478203,121.532364597094,165.125495376486,158.520475561427,184.940554821664,147.952443857332,285.336856010568,264.200792602378,203.434610303831,0,0.24211270162758,1.00847457627119,"18"
"954",360050429022,0,0,399,1146,13.6998254799302,6.19546247818499,6.80628272251309,22.2513089005236,13.5253054101222,16.0558464223386,75.6544502617801,6.45724258289703,53.7487829,8.8607595,2.4342746,62.1553884711779,37.844611528822,17.5438596491228,2.25563909774436,55.8897243107769,24.3107769423559,55.5555555555556,71.8954248366013,127.450980392157,235.294117647059,196.078431372549,274.509803921569,526.143790849673,470.588235294118,705.882352941176,490.196078431373,395.424836601307,0,0.0398634120033417,0.504237288135593,"24"
"996",360050458001,1,508,454,1168,4.70890410958904,1.79794520547945,4.45205479452055,21.8321917808219,4.28082191780822,27.1404109589041,66.9520547945205,11.8150684931507,37.1575342,0,12.4143836,37.0044052863436,62.9955947136564,0,46.4757709251101,0,53.5242290748899,171.875,140.625,304.6875,500,156.25,328.125,875,1000,1054.6875,625,859.375,1,0.307853949228441,1,"118"
"999",360050462011,0,0,292,1547,1.22818358112476,1.48674854557207,0.452488687782805,19.8448610213316,66.5158371040724,44.6670976082741,28.9592760180996,2.45636716224952,55.2631579,0.6072874,16.194332,0,100,28.7671232876712,15.0684931506849,0,56.1643835616438,469.387755102041,1224.48979591837,1591.83673469388,2040.81632653061,2551.02040816327,3183.67346938776,2285.71428571429,3428.57142857143,3122.44897959184,2653.0612244898,3367.34693877551,0,0.934331582371632,2.01694915254237,"101"
"1000",360050462012,0,0,1436,3681,1.76582450421081,2.87965226840532,6.05813637598479,20.1575658788373,9.72561803857647,50.8829122521054,49.1170877478946,0,6.2483021,0,44.064113,2.85515320334262,97.1448467966574,7.59052924791086,0,4.03899721448468,88.3704735376045,27.9187817258883,40.6091370558376,83.756345177665,131.979695431472,228.426395939086,197.969543147208,159.89847715736,263.959390862944,228.426395939086,355.329949238579,279.187817258883,0,0.326493439581738,1.00847457627119,"79"
"1001",360050462013,0,0,4712,9838,2.13458019922749,8.11140475706445,6.08863590160602,20.9798739581216,26.224842447652,69.8312665175849,23.0331368164261,2.77495425899573,6.850986,12.5431998,12.4720472,9.1893039049236,90.8106960950764,5.07215619694397,0.764006791171477,15.6409168081494,78.5229202037351,41.6925948973242,68.4505289359054,123.21095208463,164.281269446173,158.680771624144,171.748599875544,265.712507778469,288.736776602365,252.022401991288,267.579340385812,314.872433105165,0,0.172691506925548,0.504237288135593,"5"
"1006",360050462019,0,0,498,700,0,0,0,15.7142857142857,58.1428571428571,53,24.5714285714286,10.1428571428571,15.2857143,4.7142857,13.5714286,0,100,0,0,15.863453815261,84.136546184739,0,0,0,0,0,0,0,0,0,0,0,0,0.189590260194953,0.504237288135593,"96"
"1009",360050462024,0,0,405,1172,7.08191126279863,7.16723549488055,9.1296928327645,27.3890784982935,12.7986348122867,44.7952218430034,47.5255972696246,7.67918088737201,0,0,28.6467487,0,100,14.8148148148148,0,0,85.1851851851852,18.2481751824817,29.1970802919708,164.233576642336,87.5912408759124,145.985401459854,262.773722627737,127.737226277372,116.788321167883,229.92700729927,255.474452554745,120.43795620438,0,0.0473172412799999,0.504237288135593,"54"
"1043",360470015002,1,859,956,2358,4.87701441899915,7.46395250212044,16.5394402035623,19.5080576759966,10.0932994062765,40.2883799830365,38.7192536047498,20.1017811704835,44.3596268,13.4435963,9.5419847,37.5523012552301,62.4476987447699,3.03347280334728,6.48535564853557,55.0209205020921,35.4602510460251,51.3950073421439,108.663729809104,158.590308370044,276.064610866373,264.31718061674,361.233480176211,452.276064610866,375.917767988253,726.872246696035,690.161527165933,629.955947136564,1,0.411561557043758,1,"3"
"1053",360470023002,1,550,554,1619,15.6886967263743,13.6504014823965,6.36195182211241,22.8536133415689,8.0296479308215,46.5101914762199,25.1389746757258,34.8363187152563,48.4249537,7.7825818,8.276714,21.2996389891697,78.7003610108303,7.40072202166065,2.16606498194946,1.44404332129964,88.9891696750903,27.681660899654,38.0622837370242,62.2837370242215,166.089965397924,147.058823529412,238.754325259516,363.321799307958,221.453287197232,171.280276816609,294.117647058824,342.560553633218,1,0.371229230445224,1,"4"
"1055",360470029012,1,224,230,1257,6.12569610182975,8.6714399363564,7.63723150357995,12.1718377088305,10.3420843277645,58.7907716785998,21.2410501193317,18.1384248210024,49.078727,1.8425461,18.5092127,75.6521739130435,24.3478260869565,0,11.7391304347826,66.0869565217391,22.1739130434783,39.0070921985816,99.290780141844,159.574468085106,127.659574468085,212.765957446808,148.936170212766,148.936170212766,226.950354609929,382.978723404255,460.992907801418,195.035460992908,1,0.179669642985474,1,"5"
"1154",360470071003,1,593,539,1501,2.93137908061292,1.46568954030646,9.86009327115256,10.2598267821452,24.4503664223851,44.1039307128581,54.5636242504997,0.932711525649567,27.51499,6.2624917,6.1292472,56.5862708719852,43.4137291280148,3.8961038961039,10.0185528756957,18.1818181818182,67.9035250463822,112.14953271028,140.18691588785,448.598130841121,560.747663551402,607.476635514019,448.598130841121,719.626168224299,822.429906542056,883.177570093458,1168.22429906542,976.635514018692,1,0.0615742830565702,1,"6"
"1155",360470071004,1,544,622,1789,7.49021799888206,7.49021799888206,11.0676355505869,21.9116825041923,16.3778647288988,37.7305757406372,50.2515371716042,12.0178870877585,45.6679709,16.9368362,2.235886,57.0739549839228,42.9260450160772,5.78778135048232,7.39549839228296,24.7588424437299,62.0578778135048,32.1888412017167,81.5450643776824,141.630901287554,171.673819742489,214.592274678112,347.639484978541,285.407725321888,274.678111587983,270.386266094421,278.969957081545,802.575107296137,1,0.416465140992441,1,"7"
"1186",360470085001,1,1057,1075,3000,5.7,13.2666666666667,12.5666666666667,13.2666666666667,11.7333333333333,52.4,38.9,5.63333333333333,43.9,17.1666667,2.5666667,24.4651162790698,75.5348837209302,7.62790697674419,2.69767441860465,57.953488372093,31.7209302325581,50.7399577167019,90.9090909090909,155.3911205074,186.046511627907,269.556025369979,202.959830866808,310.782241014799,431.289640591966,352.008456659619,359.408033826638,697.674418604651,1,0.520945989238215,1,"8"
"1187",360470085002,1,805,898,2131,2.62787423744721,9.43219145940873,16.2365086813702,19.0520882214923,8.86907555138433,37.1656499296105,54.15297982168,9.52604411074613,54.7630221,6.5696856,4.0825903,57.0155902004454,42.9844097995546,5.34521158129176,6.6815144766147,79.0645879732739,8.9086859688196,36.4842454394693,82.9187396351575,159.203980099502,172.470978441128,174.129353233831,308.457711442786,325.041459369818,252.072968490879,432.835820895522,398.009950248756,547.26368159204,1,0.308550237486875,1,"9"
"1188",360470085003,1,1013,1116,2150,6.41860465116279,2.83720930232558,6.41860465116279,25.1162790697674,20.3720930232558,42.093023255814,51.0232558139535,6.88372093023256,39.1627907,4.4651163,15.5348837,46.415770609319,53.584229390681,5.28673835125448,4.48028673835125,88.7992831541219,1.4336917562724,91.9881305637982,231.454005934718,525.222551928783,391.691394658754,489.614243323442,658.753709198813,747.774480712166,1234.42136498516,801.186943620178,1305.63798219585,1338.27893175074,1,0.27935263331996,1,"10"
"1256",360470127003,1,528,536,1384,10.7658959537572,12.3554913294798,4.33526011560694,17.9190751445087,12.5,41.1127167630058,41.257225433526,15.2456647398844,41.7997097,8.2728592,12.3367199,2.61194029850746,97.3880597014925,0,0.932835820895522,13.6194029850746,85.4477611940299,28.9473684210526,121.052631578947,94.7368421052632,210.526315789474,328.947368421053,331.578947368421,478.947368421053,378.947368421053,426.315789473684,473.684210526316,839.473684210526,1,0.687700588739634,1,"13"
"1406",360470185012,1,751,629,1479,7.84313725490196,6.69371196754564,7.84313725490196,18.8640973630832,20.0135226504395,50.236646382691,34.8208248816768,14.9425287356322,42.3258959,11.8999324,0,36.724960254372,63.275039745628,5.56438791732909,1.27186009538951,26.0731319554849,67.0906200317965,60.4229607250755,90.6344410876133,181.268882175227,398.791540785499,377.643504531722,507.552870090634,380.664652567976,531.722054380665,598.187311178248,574.018126888217,996.978851963746,1,0.309375134223235,1,"16"
"1420",360470193002,0,0,1245,2010,5.62189054726368,3.83084577114428,12.7363184079602,17.5621890547264,37.3134328358209,85.273631840796,8.35820895522388,0,8.2089552,1.7910448,5.8208955,6.66666666666667,93.3333333333333,0,0,4.2570281124498,95.7429718875502,29.1479820627803,62.780269058296,87.4439461883408,152.466367713004,123.318385650224,147.982062780269,235.42600896861,394.618834080717,161.434977578475,358.744394618834,320.627802690583,0,0.185648108617473,0.504237288135593,"21"
"1583",360470255002,1,762,764,2417,12.3293338849814,10.3020273065784,14.6462556888705,17.5837815473728,4.96483243690525,41.2081092263136,56.8059577989243,3.02027306578403,46.5866777,7.7782375,8.3574679,48.1675392670157,51.8324607329843,10.8638743455497,14.0052356020942,68.717277486911,6.41361256544503,25.527192008879,35.5160932297447,83.2408435072142,110.987791342952,133.185349611543,66.5926748057714,178.690344062153,257.491675915649,239.733629300777,133.185349611543,158.712541620422,1,0.257494309552569,1,"17"
"1683",360470293001,1,165,209,570,13.6842105263158,10.5263157894737,2.98245614035088,27.0175438596491,3.50877192982456,62.1052631578947,36.140350877193,0,44.3859649,9.6491228,4.0350877,34.9282296650718,65.0717703349282,30.1435406698565,65.0717703349282,4.78468899521531,0,38.7096774193548,90.3225806451613,135.483870967742,258.064516129032,290.322580645161,116.129032258065,406.451612903226,361.290322580645,232.258064516129,322.58064516129,567.741935483871,1,0.246120832826447,1,"18"
"1720",360470307001,1,758,882,1655,12.9909365558912,8.8821752265861,8.03625377643505,7.49244712990937,11.9033232628399,67.0694864048338,29.0030211480363,5.4380664652568,41.0876133,9.0030211,5.4984894,48.6394557823129,51.3605442176871,4.42176870748299,19.047619047619,56.4625850340136,20.0680272108844,30.3030303030303,72.7272727272727,163.636363636364,185.858585858586,181.818181818182,315.151515151515,282.828282828283,323.232323232323,345.454545454545,363.636363636364,422.222222222222,1,0.218000730061084,1,"20"
"1738",360470317011,0,0,673,1632,6.06617647058824,8.57843137254902,5.51470588235294,18.9950980392157,3.37009803921569,55.0245098039216,3.49264705882353,13.7867647058824,14.6446078,0.9803922,0.245098,77.8603268945022,22.1396731054978,38.6329866270431,12.035661218425,31.9465081723626,17.3848439821694,24.3161094224924,54.7112462006079,63.8297872340425,85.1063829787234,258.358662613982,218.844984802432,212.765957446808,218.844984802432,273.556231003039,151.975683890577,434.650455927052,0,4.01077039071791e-05,0.504237288135593,"88"
"1756",360470325003,0,0,1529,4276,6.59494855004677,6.31431244153414,8.39569691300281,17.2825070159027,13.376987839102,87.932647333957,7.46024321796071,4.3732460243218,18.4752105,5.261927,6.080449,2.02746893394375,97.9725310660562,2.74689339437541,1.24264224983649,6.21321124918247,89.7972531066056,28.5400658616905,54.8847420417124,115.257958287596,171.240395170143,120.746432491767,184.412733260154,253.567508232711,237.102085620198,335.89462129528,329.308452250274,446.761800219539,0,0.241158507530186,1.00847457627119,"110"
"1761",360470327003,0,0,477,670,0,0,5.37313432835821,16.2686567164179,15.6716417910448,33.2835820895522,29.8507462686567,9.55223880597015,30.2985075,5.3731343,7.4626866,77.9874213836478,22.0125786163522,4.19287211740042,24.3186582809224,41.2997903563941,30.188679245283,138.888888888889,111.111111111111,583.333333333333,555.555555555556,972.222222222222,1500,777.777777777778,2000,250,555.555555555556,2138.88888888889,0,0.125069340459394,0.504237288135593,"104"
"1769",360470330001,0,0,898,2369,5.06542845082313,10.0886449978894,12.4525116082735,14.6475306036302,16.504854368932,49.8100464330941,19.5863233431828,8.61122836639932,45.2148022,5.3168864,3.4453424,3.11804008908686,96.8819599109131,13.5857461024499,5.23385300668151,3.56347438752784,76.7260579064588,39.7553516819572,76.4525993883792,82.5688073394495,146.788990825688,183.48623853211,311.926605504587,385.321100917431,415.902140672783,344.036697247706,351.681957186544,639.14373088685,0,0.232173466659464,1.00847457627119,"45"
"1793",360470340001,1,530,546,1446,2.14384508990318,4.91009681881051,7.12309820193638,25.0345781466113,18.118948824343,46.9571230982019,24.4813278008299,9.05947441217151,28.0082988,8.5062241,9.3360996,20.8791208791209,79.1208791208791,2.56410256410256,1.83150183150183,0.732600732600733,94.8717948717949,131.707317073171,360.975609756098,278.048780487805,682.926829268293,414.634146341463,673.170731707317,1160.9756097561,936.585365853659,1053.65853658537,1609.75609756098,1717.07317073171,1,0.186207914880012,1,"21"
"1794",360470340002,0,0,126,728,0,0,0,8.79120879120879,90.2472527472527,21.4285714285714,3.43406593406593,4.53296703296703,68.2539683,8.2010582,6.8783069,0,100,0,0,11.1111111111111,88.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0.714180989355448,1.00847457627119,"22"
"1798",360470342002,0,0,436,1099,4.91355777979982,6.64240218380346,14.8316651501365,19.2902638762511,20.9281164695177,31.9381255686988,12.6478616924477,25.5686988171065,28.6624204,12.6478617,17.9253867,2.75229357798165,97.2477064220184,0,0,2.52293577981651,97.4770642201835,27.5862068965517,131.034482758621,134.48275862069,165.51724137931,206.896551724138,206.896551724138,241.379310344828,303.448275862069,341.379310344828,620.689655172414,606.896551724138,0,0.361215035751846,1.00847457627119,"76"
"1829",360470359004,0,0,361,794,9.31989924433249,13.3501259445844,1.51133501259446,25.6926952141058,11.8387909319899,81.360201511335,14.4836272040302,4.15617128463476,65.2392947,0,6.4231738,76.4542936288089,23.5457063711911,18.2825484764543,19.1135734072022,44.0443213296399,18.5595567867036,41.6666666666667,62.5,125,166.666666666667,130.208333333333,281.25,328.125,416.666666666667,421.875,156.25,458.333333333333,0,0.220975468084336,0.672316384180791,"27"
"1843",360470365011,0,0,1005,2077,6.74049109292248,7.27010110736639,10.5922002888782,14.6364949446317,14.3957631198844,93.6928261916225,5.00722195474242,0.674049109292248,15.4629181,18.7106156,9.2098885,11.7412935323383,88.2587064676617,16.7164179104478,0,8.1592039800995,75.1243781094527,21.5264187866928,31.3111545988258,58.7084148727984,54.7945205479452,117.416829745597,105.675146771037,164.383561643836,266.14481409002,317.025440313112,136.986301369863,279.843444227006,0,0.164959965818447,0.504237288135593,"32"
"1883",360470381002,1,894,860,2058,12.2934888241011,5.83090379008746,7.5801749271137,18.2701652089407,13.6054421768707,82.4586977648202,15.7920310981535,2.62390670553936,39.0670554,15.9863946,14.04276,33.0232558139535,66.9767441860465,9.06976744186047,5.46511627906977,70.8139534883721,14.6511627906977,39.6975425330813,128.544423440454,209.829867674858,204.158790170132,236.294896030246,272.211720226843,542.533081285444,725.897920604915,306.238185255198,529.30056710775,873.345935727788,1,0.639015205038765,1,"23"
"1887",360470382002,1,824,890,2953,9.10938029122926,8.87233322045378,11.3105316627159,13.5116830342025,12.0894006095496,40.4673213681002,24.009481882831,42.1605147307823,29.1229258,6.4341348,8.1273281,34.3820224719101,65.6179775280899,4.8314606741573,0,0,95.1685393258427,18.4971098265896,34.6820809248555,107.514450867052,166.473988439306,196.531791907514,173.410404624277,121.387283236994,258.959537572254,322.543352601156,369.942196531792,343.352601156069,1,0.0401978638927664,1,"24"
"1888",360470382003,1,940,966,1793,8.75627440044618,1.61740100390407,14.7796988287786,24.9302844394869,18.7953151143335,38.4272169548243,33.5750139431121,13.218070273285,58.1706637,8.6447295,3.1790296,2.89855072463768,97.1014492753623,2.27743271221532,0,22.6708074534161,75.0517598343685,57.649667405765,106.430155210643,159.645232815965,354.767184035477,288.248337028825,399.113082039911,543.237250554324,762.749445676275,578.713968957871,709.534368070954,658.536585365854,1,0.830855715657901,1,"25"
"1973",360470417001,1,144,188,367,3.54223433242507,3.26975476839237,8.71934604904632,17.4386920980926,16.3487738419619,54.4959128065395,45.5040871934605,0,23.7057221,24.7956403,8.1743869,44.6808510638298,55.3191489361702,22.3404255319149,62.2340425531915,15.4255319148936,0,122.80701754386,210.526315789474,526.315789473684,491.228070175439,1140.35087719298,631.578947368421,2578.94736842105,1263.15789473684,1736.84210526316,1403.50877192982,3280.70175438596,1,0.220176432642893,1,"27"
"2062",360470449002,1,700,790,2458,11.6761594792514,8.1366965012205,13.9137510170871,16.680227827502,12.9373474369406,38.2831570382425,54.5565500406835,5.00406834825061,49.8779496,5.7770545,2.9292107,14.3037974683544,85.6962025316456,10.379746835443,0,45.3164556962025,44.3037974683544,25.3317249698432,45.83835946924,75.9951749095296,139.927623642943,96.5018094089264,72.3763570566948,177.322074788902,289.505428226779,151.990349819059,205.066344993969,225.572979493365,1,0.399127466254426,1,"30"
"2132",360470493001,1,963,974,1803,2.82861896838602,3.88241819190239,17.0271769273433,25.9012756516916,12.867443150305,18.0255130338325,73.2113144758736,11.6472545757072,32.8341653,13.4775374,14.8086522,72.9979466119097,27.0020533880903,18.3778234086242,76.2833675564682,0,5.3388090349076,32.7102803738318,93.4579439252336,161.214953271028,158.878504672897,186.915887850467,462.616822429907,359.81308411215,261.682242990654,525.700934579439,514.018691588785,257.009345794393,1,0.15989272801184,1,"32"
"2135",360470493004,1,425,544,1384,6.06936416184971,8.38150289017341,12.2832369942197,17.5578034682081,18.7138728323699,5.5635838150289,94.4364161849711,0,30.7803468,14.7398844,16.6907514,33.8235294117647,66.1764705882353,23.1617647058824,0,19.8529411764706,56.9852941176471,43.2432432432432,97.2972972972973,154.054054054054,172.972972972973,297.297297297297,145.945945945946,302.702702702703,216.216216216216,364.864864864865,405.405405405405,416.216216216216,1,0.0846709360438418,1,"33"
"2168",360470505001,1,664,691,1506,3.58565737051793,4.8472775564409,9.36254980079681,20.9827357237716,22.4435590969455,18.7915006640106,75.7636122177955,1.26162018592297,63.1474104,9.4953519,4.3824701,57.0188133140376,42.9811866859624,22.575976845152,74.6743849493488,1.30246020260492,1.44717800289436,41.044776119403,104.477611940299,212.686567164179,223.880597014925,354.477611940299,223.880597014925,365.671641791045,447.761194029851,436.567164179104,634.328358208955,697.761194029851,1,0.54448134970971,1,"36"
"2203",360470514004,0,0,689,1951,12.711430035879,9.84110712455151,12.2501281394157,21.6811891337776,3.38288057406458,52.3321373654536,38.9031266017427,7.17580727831881,22.808816,16.1968221,25.7303947,68.7953555878084,31.2046444121916,8.85341074020319,15.3846153846154,24.6734397677794,51.088534107402,8.83652430044183,23.5640648011782,53.019145802651,64.8011782032401,125.184094256259,132.547864506627,113.40206185567,106.038291605302,106.038291605302,162.0029455081,194.40353460972,0,0.18710879917583,0.504237288135593,"12"
"2209",360470516022,0,0,685,2200,7.81818181818182,7,7.77272727272727,12.4090909090909,17.6363636363636,64.4090909090909,23.5,6.22727272727273,17.4090909,14.8181818,7,69.3430656934307,30.6569343065693,18.1021897810219,31.0948905109489,31.3868613138686,19.4160583941606,24.1448692152917,76.4587525150905,102.61569416499,128.772635814889,201.207243460765,120.724346076459,225.352112676056,273.64185110664,398.390342052314,362.173038229376,575.452716297787,0,0.0111134871853957,0.504237288135593,"94"
"2270",360470539002,0,0,737,2312,16.3494809688581,11.9809688581315,10.7698961937716,15.6141868512111,13.7543252595156,3.46020761245675,16.3927335640138,0.432525951557093,53.200692,11.0294118,6.1851211,13.9755766621438,86.0244233378562,7.59837177747626,5.02035278154681,9.90502035278155,75.7123473541384,8.84955752212389,24.3362831858407,46.4601769911504,35.3982300884956,99.5575221238938,112.83185840708,69.6902654867257,70.7964601769911,79.646017699115,66.3716814159292,109.513274336283,0,0.0840178612309247,0.504237288135593,"33"
"2279",360470545002,0,0,217,1300,13.0769230769231,12.0769230769231,36.6923076923077,6.30769230769231,0,0,0,0,69.2307692,4.3846154,0,0,100,0,18.8940092165899,81.1059907834101,0,2.48756218905473,4.97512437810945,3.73134328358209,29.8507462686567,24.8756218905473,14.9253731343284,0,29.8507462686567,11.1940298507463,49.7512437810945,54.726368159204,0,0.31484408083523,1.00847457627119,"118"
"2282",360470545005,1,741,791,1660,9.57831325301205,10.6626506024096,11.3253012048193,26.0240963855422,16.3253012048193,34.1566265060241,37.5301204819277,2.65060240963855,36.8550369,15.6633907,12.2850123,18.204804045512,81.795195954488,3.66624525916561,6.95322376738306,13.2743362831858,73.3249051833123,17.175572519084,57.2519083969466,108.778625954198,160.30534351145,143.129770992366,114.503816793893,267.175572519084,320.610687022901,257.63358778626,190.839694656489,293.893129770992,1,0.50572418655069,1,"41"
"2283",360470545006,1,525,567,1541,10.8371187540558,3.04996755353666,18.429591174562,29.3964957819598,17.1966255678131,0.713822193380921,16.4828033744322,0,63.5599159,19.0609671,0,16.7548500881834,83.2451499118166,16.0493827160494,5.29100529100529,16.4021164021164,62.2574955908289,22.0883534136546,32.1285140562249,90.3614457831325,112.449799196787,100.401606425703,108.433734939759,98.3935742971888,240.963855421687,325.301204819277,160.642570281125,154.618473895582,1,0.210846638445629,1,"42"
"2351",360470572002,1,1054,1181,2851,8.17257102770958,8.83900385829534,8.34794808839004,21.0452472816556,9.33005962820063,44.9316029463346,35.8470712030866,7.54121360925991,35.1806384,2.6657313,28.4461592,27.2650296359018,72.7349703640982,0.931414055884843,1.2701100762066,94.4961896697714,3.30228619813717,42.8769017980636,74.6887966804979,145.228215767635,204.702627939142,214.384508990318,248.96265560166,319.502074688797,431.535269709544,423.236514522822,414.9377593361,623.789764868603,1,0.443569134572844,1,"43"
"2420",360470610042,0,0,602,1125,4.62222222222222,1.51111111111111,4,15.5555555555556,38.7555555555556,0,1.6,22.0444444444444,37.4222222,12.1777778,13.6888889,58.4717607973422,41.5282392026578,10.9634551495017,1.99335548172757,51.9933554817276,35.0498338870432,87.719298245614,105.263157894737,210.526315789474,245.614035087719,833.333333333333,315.789473684211,552.631578947368,982.456140350877,1342.10526315789,701.754385964912,1061.40350877193,0,0.00378278954270157,0.504237288135593,"35"
"2602",360470808001,0,0,273,1321,0.832702498107494,0.60560181680545,3.6336109008327,20.893262679788,42.4678274034822,64.2694928084784,14.5344436033308,17.4110522331567,68.5286104,11.9891008,4.359673,6.95970695970696,93.040293040293,9.52380952380952,1.83150183150183,8.42490842490843,80.2197802197802,432.835820895522,746.268656716418,1835.82089552239,2208.9552238806,2164.17910447761,3761.19402985075,6059.70149253731,5492.53731343284,7119.40298507463,7313.4328358209,9686.56716417911,0,0.370114123358804,2.01694915254237,"72"
"2682",360470880002,0,0,274,597,7.03517587939699,7.53768844221105,10.8877721943049,22.6130653266332,16.2479061976549,87.2696817420435,12.7303182579564,0,29.9832496,2.0100503,25.1256281,41.970802919708,58.029197080292,0,5.83941605839416,75.5474452554745,18.6131386861314,13.1578947368421,65.7894736842105,118.421052631579,0,65.7894736842105,157.894736842105,368.421052631579,210.526315789474,118.421052631579,394.736842105263,144.736842105263,0,0.529665823505186,2.01694915254237,"36"
"2714",360470902001,1,320,349,926,11.5550755939525,3.77969762419006,12.7429805615551,10.7991360691145,11.9870410367171,73.6501079913607,17.6025917926566,8.74730021598272,45.2483801,3.0237581,7.775378,8.02292263610315,91.9770773638969,18.0515759312321,3.15186246418338,6.87679083094556,71.919770773639,23.0769230769231,61.5384615384615,138.461538461538,138.461538461538,134.615384615385,23.0769230769231,376.923076923077,461.538461538462,415.384615384615,500,846.153846153846,1,0.25094228650907,1,"45"
"2721",360470910001,1,628,510,1351,8.29015544041451,6.51369356032568,14.0636565507032,2.96076980014804,9.62250185048113,83.7897853441895,16.2102146558105,0,52.0355292,5.1073279,19.7631384,13.1372549019608,86.8627450980392,0,8.43137254901961,0,91.5686274509804,69.2307692307692,66.6666666666667,253.846153846154,215.384615384615,230.769230769231,292.307692307692,574.358974358974,471.794871794872,623.076923076923,487.179487179487,648.717948717949,1,0.911238397078736,1,"46"
"2723",360470912001,1,617,590,1595,3.76175548589342,4.89028213166144,12.6645768025078,19.4984326018809,10.2194357366771,42.8213166144201,54.7962382445141,0,34.0438871,19.5611285,7.2100313,43.3898305084746,56.6101694915254,10.8474576271186,4.74576271186441,58.8135593220339,25.5932203389831,55.8823529411765,129.411764705882,114.705882352941,352.941176470588,205.882352941176,264.705882352941,391.176470588235,517.64705882353,502.941176470588,676.470588235294,970.588235294118,1,0.260858372011682,1,"47"
"2729",360470918001,0,0,726,1798,8.95439377085651,8.34260289210233,12.4582869855395,13.0700778642937,9.12124582869856,39.5439377085651,60.4560622914349,0,53.5274356,6.774916,5.6550952,19.2837465564738,80.7162534435262,12.396694214876,0.826446280991736,5.50964187327824,81.267217630854,29.9065420560748,33.6448598130841,213.084112149533,201.869158878505,196.261682242991,224.299065420561,314.018691588785,388.785046728972,285.981308411215,429.906542056075,699.065420560748,0,0.488876307670176,2.01694915254237,"86"
"2777",360470982002,1,702,714,1677,2.80262373285629,11.1508646392367,16.159809183065,17.8890876565295,15.5038759689922,79.5468097793679,20.4531902206321,0,45.2593918,8.5867621,5.5456172,31.5126050420168,68.4873949579832,15.1260504201681,48.4593837535014,28.7114845938375,7.703081232493,35.6435643564356,102.970297029703,89.1089108910891,182.178217821782,247.524752475248,297.029702970297,457.425742574257,538.613861386139,588.118811881188,613.861386138614,653.465346534653,1,0.634999674883134,1,"48"
"2809",360471058011,0,0,565,1143,5.33683289588801,6.47419072615923,4.81189851268591,22.1347331583552,29.1338582677165,69.8162729658793,11.8110236220472,5.33683289588801,38.8392857,13.6607143,5.4464286,3.36283185840708,96.6371681415929,3.71681415929204,5.30973451327434,3.71681415929204,87.2566371681416,68.4210526315789,168.421052631579,315.789473684211,463.157894736842,500,473.684210526316,736.842105263158,800,852.631578947368,1052.63157894737,1273.68421052632,0,0.713809798543224,1.00847457627119,"22"
"2810",360471058012,0,0,1654,2993,4.94487136652188,4.71099231540261,8.85399264951554,23.521550283996,29.1012362178416,57.3003675242232,15.3023722018042,2.17173404610758,34.1463415,11.0257267,0.7684597,10.2781136638452,89.7218863361548,9.85489721886336,1.93470374848851,6.95284159613059,81.2575574365175,57.7617328519856,111.913357400722,173.285198555957,267.148014440433,144.404332129964,379.061371841155,265.342960288809,346.570397111913,682.310469314079,595.667870036101,893.501805054152,0,0.215175707697903,1.00847457627119,"77"
"2811",360471058013,0,0,1169,1777,4.38942037141249,5.2335396736072,2.70118176702307,22.7912211592572,32.5830050647158,34.3837929093979,33.4271243669105,0,19.8649409,17.6139561,6.6404052,1.71086398631309,98.2891360136869,1.36869118905047,6.24465355004277,1.62532078699743,90.7613344739093,77.6255707762557,246.575342465753,315.068493150685,401.826484018265,410.958904109589,602.739726027397,735.159817351598,657.534246575342,657.534246575342,1369.86301369863,1456.62100456621,0,0.275240037934756,1.00847457627119,"56"
"2813",360471058043,0,0,1159,2290,7.03056768558952,1.65938864628821,10.2183406113537,21.4847161572052,20,51.4847161572052,22.3580786026201,7.90393013100437,24.3231441,13.6681223,4.8908297,3.62381363244176,96.3761863675582,0,8.02415875754961,5.43572044866264,86.5401207937878,69.284064665127,120.092378752887,256.35103926097,323.325635103926,415.704387990762,401.847575057737,323.325635103926,424.942263279446,540.415704387991,484.988452655889,838.337182448037,0,0.493046411751149,2.01694915254237,"93"
